"REC_REF_KEY","MODEL_NUM_1","BRAND_NAME","AEC_03","RANGE_TYPE_LABEL_EN","RANGE_TYPE_LABEL_FR","COOKTOP_TYPE_LABEL_EN","COOKTOP_TYPE_LABEL_FR","OVEN_EQUIP_TYPE_LABEL_EN","OVEN_EQUIP_TYPE_LABEL_FR","OVEN_TYPE_LABEL_EN","OVEN_TYPE_LABEL_FR","OVEN_COOK_METH_LABEL_EN","OVEN_COOK_METH_LABEL_FR","USE_OVEN_SPACE_LOWER","USE_OVEN_SPACE_UPPER","NOMINAL_WIDTH_LABEL_EN","NOMINAL_WIDTH_LABEL_FR"
10990222,"PRD48NLSGC","Thermador",397.9,"Freestanding","Autostable","-","-","Double oven","Four double","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",34.8,141.8,"48","48"
10990223,"PRD48NCSGC","Thermador",397.9,"Freestanding","Autostable","-","-","Double oven","Four double","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",34.8,141.8,"48","48"
10990224,"PRD364NLHC","Thermador",399.8,"Freestanding","Autostable","-","-","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,0,"36","36"
10990225,"PRD486NLHC","Thermador",317.9,"Freestanding","Autostable","-","-","Double oven","Four double","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",35.7,74.1,"48","48"
10990226,"PRD486NCHC","Thermador",317.9,"Freestanding","Autostable","-","-","Double oven","Four double","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",35.7,74.1,"48","48"
10990228,"CFES3025XXX","Frigidaire",520,"Built-in","Encastré","Conventional top","Surface classique","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake","Cuisson normale",0,116,"30","30"
10990229,"CGES3065XXX","Frigidaire",607,"Built-in","Encastré","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,104,"30","30"
10990230,"CPES3085XXX","Frigidaire",612,"Built-in","Encastré","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,104,"30","30"
10990231,"CPDS3085XXX","Frigidaire",574,"Built-in","Encastré","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,104,"30","30"
10990232,"CGDS3065XXX","Frigidaire",597,"Built-in","Encastré","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,104,"30","30"
10990233,"970C4253XXX","Kenmore",299,"Built-in","Encastré","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,104,"30","30"
10990234,"970C4254XXX","Kenmore",314,"Built-in","Encastré","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,104,"30","30"
10990235,"970C4256XXX","Kenmore",299,"Built-in","Encastré","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,104,"30","30"
10990236,"970C4261XXX","Kenmore",299,"Built-in","Encastré","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,104,"30","30"
10990237,"970C4260XXX","Kenmore",597,"Built-in","Encastré","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,104,"30","30"
10990238,"970C4262XXX","Kenmore",597,"Built-in","Encastré","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,104,"30","30"
10990585,"JCAS730XXXXX","GE",430,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Non self-cleaning","Non autonettoyant","Normal bake","Cuisson normale",0,60.5,"24","24"
10990586,"MCAS724XXXXX","Moffat",430,"Freestanding","Autostable","Conventional top","Surface classique","Single oven","Four simple","Non self-cleaning","Non autonettoyant","Normal bake","Cuisson normale",0,60.5,"24","24"
10990587,"CCS975XXXXXX","GE",508,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,99.9,"30","30"
10990588,"JCAS445XXXXX","GE",441,"Built-in","Encastré","Smooth top","Surface vitrifiée","Single oven","Four simple","Non self-cleaning","Non autonettoyant","Normal bake","Cuisson normale",0,60.5,"24","24"
10990589,"JCAS724XXXXX","GE",430,"Freestanding","Autostable","Conventional top","Surface classique","Single oven","Four simple","Non self-cleaning","Non autonettoyant","Normal bake","Cuisson normale",0,60.5,"24","24"
10990590,"DER241XXX","Danby",430,"Freestanding","Autostable","Conventional top","Surface classique","Single oven","Four simple","Non self-cleaning","Non autonettoyant","Normal bake","Cuisson normale",0,60.5,"24","24"
11207859,"HR1421","Miele",670,"Built-in","Encastré","Tungsten halogen","Tungstène-halogène","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,106,"30","30"
11236003,"YMET8820","Maytag",540,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Double oven","Four double","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",107,56,"30","30"
11236004,"YMET8720","Maytag",540,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Double oven","Four double","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",107,56,"30","30"
11236005,"YWGE755","Whirlpool",481,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Double oven","Four double","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",107,56,"30","30"
11236011,"YMER8600","Maytag",585,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Non self-cleaning","Non autonettoyant","Normal bake","Cuisson normale",0,146,"30","30"
11236012,"YMER8700","Maytag",582,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Non self-cleaning","Non autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,140,"30","30"
11236013,"YMER8800","Maytag",590,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Non self-cleaning","Non autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,140,"30","30"
11236014,"YMER8850","Maytag",597,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Non self-cleaning","Non autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,140,"30","30"
11236015,"JES1450C","Jenn-Air",542,"Built-in","Encastré","Smooth top","Surface vitrifiée","Double oven","Four double","Non self-cleaning","Non autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",13.6,140,"30","30"
11236016,"YIEL730","Ikea",762,"Built-in","Encastré","Smooth top","Surface vitrifiée","Single oven","Four simple","Non self-cleaning","Non autonettoyant","Normal bake","Cuisson normale",0,152,"30","30"
11236017,"YIES505","Ikea",547,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,118,"30","30"
11236019,"YWEE730","Whirlpool",744,"Built-in","Encastré","Smooth top","Surface vitrifiée","Single oven","Four simple","Non self-cleaning","Non autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,143,"30","30"
11236020,"YWEE760","Whirlpool",744,"Built-in","Encastré","Smooth top","Surface vitrifiée","Single oven","Four simple","Non self-cleaning","Non autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,143,"30","30"
12772883,"LRE6387S#","LG",683,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,135.8,"30","30"
12772884,"LRE6385S#","LG",683,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,135.8,"30","30"
12772885,"FE1436A#","LG",650,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,135.8,"30","30"
12772886,"LRE6383S#","LG",683,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,177.98,"30","30"
13232091,"A1PXU","Smeg",360,"Built-in","Encastré","Conventional top","Surface classique","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,77.5,"36","36"
13547424,"LDE3037S#","LG",600,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Double oven","Four double","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",123.86,66.11,"30","30"
13547425,"LDE3031S#","LG",600,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Double oven","Four double","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",123.86,66.11,"30","30"
14178027,"F6PIR304S1","Fulgor Milano",326,"Freestanding","Autostable","induction","induction","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,102.6,"30","30"
14644039,"NE58H9970**","Samsung",425,"Built-in","Encastré","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,144,"30","30"
14644040,"NE59J3420**","Samsung",575,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,143,"30","30"
14644041,"NE59J3421**","Samsung",575,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,143,"30","30"
14644042,"NE59J7630**","Samsung",575,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,143,"30","30"
14644043,"NE59J7650**","Samsung",565,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,143,"30","30"
14644044,"NE59J7651**","Samsung",565,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,143,"30","30"
14644045,"NE59J7750**","Samsung",595,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,143,"30","30"
14644046,"NE59J7850**","Samsung",595,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,143,"30","30"
14644047,"NY58J9850**","Samsung",385,"Built-in","Encastré","Conventional top","Surface classique","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,144,"30","30"
14644809,"JES1750","Jenn-Air",639,"Built-in","Encastré","Smooth top","Surface vitrifiée","Single oven","Four simple","Non self-cleaning","Non autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,152,"30","30"
14644810,"KSEG950","KitchenAid",639,"Built-in","Encastré","Smooth top","Surface vitrifiée","Single oven","Four simple","Non self-cleaning","Non autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,152,"30","30"
14644811,"YAER5630","Amana",492,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,89,"30","30"
14644812,"YIES426","Ikea",518,"Built-in","Encastré","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake","Cuisson normale",0,89,"30","30"
14644813,"YKFEG500","KitchenAid",611,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Non self-cleaning","Non autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,140,"30","30"
14644814,"YKFEG510","KitchenAid",603,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Non self-cleaning","Non autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,140,"30","30"
14644815,"YKFES530","KitchenAid",612,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Non self-cleaning","Non autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,140,"30","30"
14644816,"YKSEB900","KitchenAid",525,"Built-in","Encastré","Smooth top","Surface vitrifiée","Double oven","Four double","Non self-cleaning","Non autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",13.6,146,"30","30"
14644817,"YKSEG700","KitchenAid",632,"Built-in","Encastré","Smooth top","Surface vitrifiée","Single oven","Four simple","Non self-cleaning","Non autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,140,"30","30"
14644818,"YMES8880","Maytag",744,"Built-in","Encastré","Smooth top","Surface vitrifiée","Single oven","Four simple","Non self-cleaning","Non autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,143,"30","30"
14644819,"YWFE515","Whirlpool",540,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Non self-cleaning","Non autonettoyant","Normal bake","Cuisson normale",0,118,"30","30"
14644820,"YWFE715","Whirlpool",593,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Non self-cleaning","Non autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,140,"30","30"
14648555,"YKFED500*","KitchenAid",552,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Double oven","Four double","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",107,57,"30","30"
14648556,"YIES900*","Ikea",481,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Double oven","Four double","Self-cleaning","Autonettoyant","Normal bake","Cuisson normale",107,57,"30","30"
14863284,"JCB865*****","GE",470,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Double oven","Four double","Self-cleaning","Autonettoyant","N (upper) and NC (Lower)","N (supérieure) et NC (inférieure)",85.2,36.6,"30","30"
14863285,"PCB980*****","GE",500,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Double oven","Four double","Self-cleaning","Autonettoyant","N (upper) and NC (Lower)","N (supérieure) et NC (inférieure)",103.5,55.7,"30","30"
14863286,"PCHB920*****","GE",346,"Freestanding","Autostable","induction","induction","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,120.2,"30","30"
14982336,"LRE6383BD","LG",683,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,177.98,"30","30"
14982337,"LDE3037BD","LG",600,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Double oven","Four double","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",123.86,66.11,"30","30"
14982338,"LDE5415ST","LG",560,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,135.8,"30","30"
14982339,"LSE5615ST","LG",625,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,135.8,"30","30"
14982340,"LSE5613ST","LG",625,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,135.8,"30","30"
14984494,"PRD305PH","Thermador",344.4,"Freestanding","Autostable","-","-","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,74.1,"30","30"
15012791,"JCBP720XXXXX","GE Allura",494,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake","Cuisson normale",0,99.9,"30","30"
15012792,"JCBP820XXXXX","GE Allura",534,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,107.5,"30","30"
15012793,"SER241XXX","Danby",430,"Freestanding","Autostable","Conventional top","Surface classique","Single oven","Four simple","Non self-cleaning","Non autonettoyant","Normal bake","Cuisson normale",0,60.5,"24","24"
15012794,"PCB915XXXXX","GE",626,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,154,"30","30"
15012795,"PCB985XXXXX","GE",614,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,154,"30","30"
15019523,"CFEF3024XX","Frigidaire",540,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake","Cuisson normale",0,132,"30","30"
15019524,"CGEF3035XX","Frigidaire",519,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,141,"30","30"
15019525,"CGEF3039XX","Frigidaire",606,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,141,"30","30"
15019526,"CPEF3077XX","Frigidaire",573,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake","Cuisson normale",0,152,"30","30"
15019527,"970C4255","Kenmore",587,"Built-in","Encastré","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,104,"30","30"
15019528,"CPEH3077","Frigidaire",552,"Built-in","Encastré","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,104,"30","30"
15019529,"970C4236","Kenmore",552,"Built-in","Encastré","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,104,"30","30"
15019530,"EI30EF4C","Electrolux",552,"Built-in","Encastré","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,104,"30","30"
15019531,"CGIS3065","Frigidaire",299,"Built-in","Encastré","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,104,"30","30"
15019532,"EW30ES8C","Electrolux",570,"Built-in","Encastré","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,104,"30","30"
15019533,"EW30IS8C","Electrolux",316,"Built-in","Encastré","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,104,"30","30"
15019534,"CGEF306","Frigidaire",534,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Double oven","Four double","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",81,81,"30","30"
15019535,"970C6047","Kenmore",545,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Double oven","Four double","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",90,81,"30","30"
15019536,"970C6048","Kenmore",555,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Double oven","Four double","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",81,81,"30","30"
15019537,"970C6049","Kenmore",567,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Double oven","Four double","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",81,81,"30","30"
16069879,"JIS1450","Jenn-Air",256,"Built-in","Encastré","induction","induction","Double oven","Four double","Non self-cleaning","Non autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",14,152,"30","30"
16069880,"YWFE745","Whirlpool",764,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Non self-cleaning","Non autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,153,"30","30"
16069881,"YWEE745","Whirlpool",755,"Built-in","Encastré","Smooth top","Surface vitrifiée","Single oven","Four simple","Non self-cleaning","Non autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,149,"30","30"
16069882,"KSIB900","KitchenAid",256,"Built-in","Encastré","induction","induction","Double oven","Four double","Non self-cleaning","Non autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",14,152,"30","30"
16513756,"LRE6321##","LG",683,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,177.98,"30","30"
16515550,"YACS4303","Amana",628,"Freestanding","Autostable","Conventional top","Surface classique","Single oven","Four simple","Non self-cleaning","Non autonettoyant","Normal bake","Cuisson normale",0,85,"30","30"
16515551,"YWEC310","Whirlpool",628,"Freestanding","Autostable","Conventional top","Surface classique","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake","Cuisson normale",0,85,"30","30"
16515552,"YAES6603","Amana",628,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake","Cuisson normale",0,85,"30","30"
16515553,"YWEE510","Whirlpool",628,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake","Cuisson normale",0,85,"30","30"
16604521,"LDE5415##","LG",560,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Double oven","Four double","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",97.35,70.76,"30","30"
16604522,"LDE5411##","LG",560,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Double oven","Four double","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",97.35,70.76,"30","30"
16604523,"LSSE3026##","LG",625,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,154.2,"30","30"
16604524,"LSE5615##","LG",625,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,154.2,"30","30"
16604525,"LSE5613##","LG",625,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,154.2,"30","30"
16604526,"LRE4213##","LG",650,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,154.2,"30","30"
16604557,"YMER8650","Maytag",768,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Non self-cleaning","Non autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,155,"30","30"
16604558,"YMES8800","Maytag",768,"Built-in","Encastré","Smooth top","Surface vitrifiée","Single oven","Four simple","Non self-cleaning","Non autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,155,"30","30"
16681767,"LRE3061##","LG",637,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Non self-cleaning","Non autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,177.98,"30","30"
16681768,"LDE4413##","LG",560,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Double oven","Four double","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",97.35,70.76,"30","30"
16682052,"PRD606NRCG","Thermador",467.9,"Freestanding","Autostable","-","-","Double oven","Four double","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",136.2,158.6,"-","-"
16682053,"PRD606NRESG","Thermador",509.5,"Freestanding","Autostable","-","-","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,158.6,"-","-"
17672296,"C9511*61*","Kenmore",498,"Freestanding","Autostable","Smooth top","Surface vitrifiée","Single oven","Four simple","Self-cleaning","Autonettoyant","Normal bake","Cuisson normale",0,85,"30","30"
17672297,"C9512*61*","Kenmore",641,"Built-in","Encastré","Smooth top","Surface vitrifiée","Single oven","Four simple","Non self-cleaning","Non autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,152,"30","30"
17672298,"YWEE995","Whirlpool",618,"Built-in","Encastré","Smooth top","Surface vitrifiée","Single oven","Four simple","Non self-cleaning","Non autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",0,152,"30","30"
17695546,"A3XU7","Smeg",245,"Built-in","Encastré","Conventional top","Surface classique","Double oven","Four double","Non self-cleaning","Non autonettoyant","Normal bake with forced convection","Cuisson normale avec convection forcée",41.8,85,"47","47"
