"REC_REF_KEY","MODEL_NUM_1","BRAND_NAME","AEC_03","TYPE_LABEL_EN","TYPE_LABEL_FR","EQUIP_TYPE_LABEL_EN","EQUIP_TYPE_LABEL_FR","U_TYPE_LABEL_EN","U_TYPE_LABEL_FR","L_TYPE_LABEL_EN","L_TYPE_LABEL_FR","U_COOK_METH_LABEL_EN","U_COOK_METH_LABEL_FR","L_COOK_METH_LABEL_EN","L_COOK_METH_LABEL_FR","U_USABLE_SPACE","L_USABLE_SPACE","NOMINAL_WIDTH_LABEL_EN","NOMINAL_WIDTH_LABEL_FR"
1357449,"OB24SDPX*","Fisher & Paykel",245,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",52,,"24","24"
1404044,"SC712U","Smeg",330,"Built-in","Encastré","Single oven","Four simple","Non self-cleaning","Non autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",72.2,,"27","27"
1404045,"FU67-5","Smeg",220,"Built-in","Encastré","Single oven","Four simple","Non self-cleaning","Non autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",55,,"24","24"
2113553,"SC770U","Smeg",320,"Built-in","Encastré","Single oven","Four simple","Non self-cleaning","Non autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",72.2,,"27","27"
2113554,"SC709XU","Smeg",320,"Built-in","Encastré","Single oven","Four simple","Non self-cleaning","Non autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",72.2,,"27","27"
2116991,"JJW2327+*#","Jenn-Air",317,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake","Cuisson normale","-","-",85,0,"27","27"
2116992,"JJW2427+*#","Jenn-Air",317,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake","Cuisson normale","-","-",85,0,"27","27"
2116995,"JJW2827+*#","Jenn-Air",316,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake with convection","Cuisson normale avec convection",85,85,"27","27"
2116996,"JJW2330+*#","Jenn-Air",344,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake","Cuisson normale","-","-",85,0,"30","30"
2116997,"JJW2430+*#","Jenn-Air",344,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake","Cuisson normale",111,111,"30","30"
2116998,"JJW3430+*#","Jenn-Air",344,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake","Cuisson normale",111,111,"30","30"
2117000,"JJW2730+*#","Jenn-Air",342,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake","Cuisson normale",111,111,"30","30"
2117001,"JJW2830+*#","Jenn-Air",342,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake with convection","Cuisson normale avec convection",111,111,"30","30"
2117002,"JJW3830+*#","Jenn-Air",342,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake with convection","Cuisson normale avec convection",111,111,"30","30"
2117011,"MEW7630","Maytag",330,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake","Cuisson normale","Normal bake","Cuisson normale",120,120,"30","30"
3472643,"CBIE24*","DeLonghi",245,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",52,,"24","24"
4911339,"MEW7530+#","Maytag",330,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake","Cuisson normale","Normal bake","Cuisson normale",120,,"30","30"
4911340,"MEW9530+#","Maytag",330,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake","Cuisson normale",120,,"30","30"
4911342,"MEW9630+#","Maytag",324,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake","Cuisson normale",120,120,"30","30"
4911343,"MEW7527+#","Maytag",297,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake","Cuisson normale","Normal bake","Cuisson normale",102,,"27","27"
4911347,"WOS51EC0+#","Whirlpool",330,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake","Cuisson normale","Normal bake","Cuisson normale",120,,"30","30"
4911348,"WOS92EC0+#","Whirlpool",330,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake","Cuisson normale",120,,"30","30"
4911350,"WOD93EC0+#","Whirlpool",324,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake","Cuisson normale",120,120,"30","30"
4911351,"WOS51EC7+#","Whirlpool",297,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake","Cuisson normale","Normal bake","Cuisson normale",102,,"27","27"
4911352,"WOS92EC7+#","Whirlpool",297,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake","Cuisson normale",102,,"27","27"
5574881,"MED271JS","Thermador",311.651,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",94.61,,"27","27"
5574882,"MEDMCW71JS","Thermador",311.651,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",94.61,,"27","27"
5574883,"MED272JS","Thermador",324.987,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake with convection","Cuisson normale avec convection",94.61,94.61,"27","27"
5574884,"MED301JS","Thermador",335.924,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",108.8,,"30","30"
5574885,"ME301JP","Thermador",335.924,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",108.8,,"30","30"
5574886,"ME301JS","Thermador",335.924,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",108.8,,"30","30"
5574887,"MED301JP","Thermador",335.924,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",108.8,,"30","30"
5574888,"MEDMC301JS","Thermador",335.924,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",108.8,,"30","30"
5574889,"MEDMC301JP","Thermador",335.924,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",108.8,,"30","30"
5574890,"MEDMCW31JP","Thermador",335.924,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",108.8,,"30","30"
5574891,"MEDMCW31JS","Thermador",335.924,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",108.8,,"30","30"
5574892,"POD301J","Thermador",335.924,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",108.8,,"30","30"
5574893,"PODM301J","Thermador",335.924,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",108.8,,"30","30"
5574894,"PODMW301J","Thermador",335.924,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",108.8,,"30","30"
5574895,"MED302JS","Thermador",346.379,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake with convection","Cuisson normale avec convection",108.8,108.8,"30","30"
5574896,"MED302JP","Thermador",346.379,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake with convection","Cuisson normale avec convection",108.8,108.8,"30","30"
5574897,"PODC302J","Thermador",346.379,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake with convection","Cuisson normale avec convection",108.8,108.8,"30","30"
5574898,"ME302JP","Thermador",328.26,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake","Cuisson normale",108.8,108.8,"30","30"
5574899,"ME302JS","Thermador",328.26,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake","Cuisson normale",108.8,108.8,"30","30"
5649537,"KEBS109B+#","KitchenAid",345,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",120,,"30","30"
5649540,"KEBS209B+#","KitchenAid",345,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake with convection","Cuisson normale avec convection",120,120,"30","30"
8274654,"JCK5000*****","GE",326,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",98.6,0,"27","27"
8274655,"JCK3000*****","GE",317,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake","Cuisson normale","-","-",109.6,0,"27","27"
8274656,"JCK1000*****","GE",291,"Built-in","Encastré","Single oven","Four simple","Non self-cleaning","Non autonettoyante","-","-","Normal bake","Cuisson normale","-","-",109.6,0,"27","27"
8274657,"PCT7050*****","GE",386,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",103.8,0,"30","30"
8274658,"JCT5000*****","GE",344,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",119,0,"30","30"
8274659,"JCT3000*****","GE",340,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake","Cuisson normale","-","-",132.3,0,"30","30"
8274660,"JCT1000*****","GE",312,"Built-in","Encastré","Single oven","Four simple","Non self-cleaning","Non autonettoyante","-","-","Normal bake","Cuisson normale","-","-",132.3,0,"30","30"
8779380,"H6180BP","Miele",412,"Wall-mounted","Mural","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",106,,"30","30"
8779381,"H6280BP","Miele",412,"Wall-mounted","Mural","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",106,,"30","30"
8779382,"H6580BP","Miele",412,"Wall-mounted","Mural","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",106,,"30","30"
8779383,"H6680BP","Miele",412,"Wall-mounted","Mural","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",106,,"30","30"
8779384,"H6780BP","Miele",412,"Wall-mounted","Mural","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",106,,"30","30"
8779385,"H6890BP","Miele",412,"Wall-mounted","Mural","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",106,,"30","30"
8779386,"H6560B","Miele",235,"Wall-mounted","Mural","Single oven","Four simple","Non self-cleaning","Non autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",66,,"24","24"
8779387,"H2261B","Miele",194,"Wall-mounted","Mural","Single oven","Four simple","Non self-cleaning","Non autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",49,,"24","24"
8975919,"HBL5351UC","Bosch",322,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake","Cuisson normale","-","-",112.57,0,"30","30"
8975920,"HBL5551UC","Bosch",326,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake","Cuisson normale","Normal bake","Cuisson normale",112.57,112.57,"30","30"
8975921,"HBL5451UC","Bosch",331,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",96.54,0,"30","30"
8975922,"HBN5451UC","Bosch",300,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",91.46,0,"27","27"
8975923,"HBLP651UC","Bosch",326,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake with convection","Cuisson normale avec convection",103.43,103.43,"30","30"
8975924,"HBL8451UC","Bosch",318,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",96.54,0,"30","30"
8975925,"HBLP451UC","Bosch",339,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",96.54,0,"30","30"
8975926,"HBL8651UC","Bosch",338,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake","Cuisson normale",103.43,112.57,"30","30"
8975927,"HBN5651UC","Bosch",325,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake","Cuisson normale",91.46,94.01,"27","27"
8975928,"HBL5651UC","Bosch",317,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake","Cuisson normale",103.43,112.57,"30","30"
8975930,"HBN8451UC","Bosch",300,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",91.46,0,"27","27"
8975931,"HBLP651RUC","Bosch",326,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake with convection","Cuisson normale avec convection",103.43,103.43,"30","30"
8975932,"HBLP651LUC","Bosch",326,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake with convection","Cuisson normale avec convection",103.43,103.43,"30","30"
8975933,"HBL8461UC","Bosch",318,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",96.54,0,"30","30"
8975935,"HBLP451RUC","Bosch",339,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",96.54,0,"30","30"
8975936,"HBLP451LUC","Bosch",339,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",96.54,0,"30","30"
8975939,"HBL8661UC","Bosch",338,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake","Cuisson normale",103.43,112.57,"30","30"
8975940,"HBN8651UC","Bosch",325,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake","Cuisson normale",91.46,94.01,"27","27"
9737317,"DGC4084XL","Miele",195,"Built-in","Encastré","Single oven","Four simple","Non self-cleaning","Non autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",43,,"-","-"
9737318,"DGC4086XL","Miele",195,"Built-in","Encastré","Single oven","Four simple","Non self-cleaning","Non autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",43,,"-","-"
9737319,"DGC6500","Miele",208,"Built-in","Encastré","Single oven","Four simple","Non self-cleaning","Non autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",43,,"-","-"
9737320,"DGC6600","Miele",208,"Built-in","Encastré","Single oven","Four simple","Non self-cleaning","Non autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",43,,"-","-"
9737321,"DGC6700","Miele",208,"Built-in","Encastré","Single oven","Four simple","Non self-cleaning","Non autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",43,,"-","-"
9737322,"DGC6705","Miele",208,"Built-in","Encastré","Single oven","Four simple","Non self-cleaning","Non autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",43,,"-","-"
9737323,"DGC6800","Miele",208,"Built-in","Encastré","Single oven","Four simple","Non self-cleaning","Non autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",43,,"-","-"
9737324,"DGC6805","Miele",208,"Built-in","Encastré","Single oven","Four simple","Non self-cleaning","Non autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",43,,"-","-"
9772397,"HLBD82S","Panasonic",315.44,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","Non self-cleaning","Non autonettoyante","Normal bake with convection","Cuisson normale avec convection","-","-",101.62,,"29.7","29.7"
10539278,"SF399XU","Smeg",285,"Built-in","Encastré","Single oven","Four simple","Non self-cleaning","Non autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",64.9,,"24","24"
10539279,"SF112U","Smeg",285,"Built-in","Encastré","Single oven","Four simple","Non self-cleaning","Non autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",64.9,,"24","24"
10539280,"HBE5451UC","Bosch",285,"Built-in","Encastré","Single oven","Four simple","Non self-cleaning","Non autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",64.9,,"24","24"
10604090,"H6880BP","Miele",412,"Wall-mounted","Mural","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",106,,"30","30"
10604091,"H6780BP2","Miele",409,"Wall-mounted","Mural","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake with convection","Cuisson normale avec convection",106,106,"30","30"
10990239,"FFEW3025","Frigidaire",307,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake","Cuisson normale","-","-",116,0,"30","30"
10990240,"FGEW3045","Frigidaire",307,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake","Cuisson normale","-","-",116,0,"30","30"
10990241,"FGEW3065","Frigidaire",282,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",104,0,"30","30"
10990242,"FPEW3085","Frigidaire",277,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",104,0,"30","30"
10990244,"FGET3065","Frigidaire",325,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake with convection","Cuisson normale avec convection",104,104,"30","30"
10990246,"790-4942","Kenmore",307,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake","Cuisson normale","-","-",116,0,"30","30"
10990247,"790-4951","Kenmore",282,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",104,0,"30","30"
10990248,"790-4944","Kenmore",293,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake","Cuisson normale","Normal bake","Cuisson normale",116,116,"30","30"
10990249,"790-4953","Kenmore",325,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake with convection","Cuisson normale avec convection",104,104,"30","30"
10990250,"FFEW2725","Frigidaire",268,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake","Cuisson normale","-","-",94,0,"27","27"
10990251,"FGEW2765","Frigidaire",273,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",84,0,"27","27"
10990252,"FPEW2785","Frigidaire",273,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",84,0,"27","27"
10990253,"FFET2725","Frigidaire",278,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake","Cuisson normale","Normal bake","Cuisson normale",94,94,"27","27"
10990254,"FGET2765","Frigidaire",282,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake with convection","Cuisson normale avec convection",84,84,"27","27"
10990255,"FPET2785","Frigidaire",282,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake with convection","Cuisson normale avec convection",84,84,"27","27"
10990256,"790-4940","Kenmore",268,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake","Cuisson normale","-","-",94,94,"27","27"
10990257,"790-4950","Kenmore",273,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",84,84,"27","27"
10990258,"790-4941","Kenmore",278,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake","Cuisson normale","Normal bake","Cuisson normale",94,94,"27","27"
10990259,"790-4952","Kenmore",282,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake with convection","Cuisson normale avec convection",84,84,"27","27"
11236047,"KODT100E","KitchenAid",397,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake","Cuisson normale","Normal bake","Cuisson normale",120,120,"30","30"
11236048,"KODE300E","KitchenAid",397,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake","Cuisson normale",120,120,"30","30"
11236049,"KODE500E","KitchenAid",397,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake with convection","Cuisson normale avec convection",120,120,"30","30"
11236050,"KODT107E","KitchenAid",385,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake","Cuisson normale","Normal bake","Cuisson normale",102,102,"27","27"
11236051,"KODE307E","KitchenAid",385,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake","Cuisson normale",102,102,"27","27"
11236052,"KODE507E","KitchenAid",410,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake with convection","Cuisson normale avec convection",105,105,"27","27"
11236053,"KOST100E","KitchenAid",397,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake","Cuisson normale","-","-",120,,"30","30"
11236054,"KOST107E","KitchenAid",385,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake","Cuisson normale","-","-",102,,"27","27"
11236055,"KOSE500E","KitchenAid",397,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",120,,"30","30"
11236056,"KOSE507E","KitchenAid",410,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",105,,"27","27"
11236058,"KEBC147","KitchenAid",344,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake","Cuisson normale","-","-",73,,"24","24"
11236063,"KEHU309","KitchenAid",344,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",105,,"30","30"
11236064,"KEMS309","KitchenAid",345,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",102,,"30","30"
11236065,"KEMS379","KitchenAid",335,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",120,,"27","27"
13232949,"LWD3081ST","LG",385,"Built-in","Encastré","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake with convection","Cuisson normale avec convection",113.4,113.4,"30","30"
13232950,"LWS3081ST","LG",370,"Built-in","Encastré","Single oven","Four simple","Self-cleaning","Autonettoyante","-","-","Normal bake with convection","Cuisson normale avec convection","-","-",113.4,,"30","30"
14105569,"OB30DDEPX3","Fisher & Paykel",348,"Wall-mounted","Mural","Double oven","Four double","Self-cleaning","Autonettoyante","Self-cleaning","Autonettoyante","Normal bake with convection","Cuisson normale avec convection","Normal bake with convection","Cuisson normale avec convection",97,97,"30","30"
